module,pi,theta,karatsuba,length,cycles
nmh,116,3,1,15260,15383
nmh,116,3,1,15372,15490
nmh,116,3,1,15484,15612
nmh,116,3,1,15596,15722
nmh,116,3,1,15708,15835
nmh,116,3,1,15820,15946
nmh,116,3,1,15932,16060
nmh,226,5,0,140,378
nmh,226,5,0,252,541
nmh,226,5,0,364,705
nmh,226,5,0,476,870
nmh,226,5,0,588,1035
nmh,226,5,0,700,1201
nmh,226,5,0,812,1370
nmh,226,5,0,924,1541
nmh,226,5,0,1036,1704
nmh,226,5,0,1148,1867
nmh,226,5,0,1260,2028
nmh,226,5,0,1372,2190
nmh,226,5,0,1484,2351
nmh,226,5,0,1596,2513
nmh,226,5,0,1708,2675
nmh,226,5,0,1820,2837
nmh,226,5,0,1932,2996
nmh,226,5,0,2044,3159
nmh,226,5,0,2156,3321
nmh,226,5,0,2268,3483
